noise_level,mean,median,max
1e-08,0.33874022829713324,0.30068467143294036,0.7275719975643725
1e-06,0.3387390698389486,0.30068302595873797,0.7275701428332425
0.0001,0.3386234359690097,0.30051874241170873,0.7273848038223099
0.001,0.3639321622985999,0.330442987982112,0.7693899058334095
0.01,0.39332150661949977,0.36428648183900536,0.8201762232438902
0.02,0.4115554644924881,0.388556905585261,0.8376606138069155
0.05,8.567655289933568e+18,11619201414.135025,6.849307477039927e+19
