noise_level,mean,median,min,max,count
1e-08,0.9381413797513877,0.9839378321251293,0.7995473864339814,0.9949343486644008,6
1e-06,0.9381425572358721,0.9839377557216046,0.7995565485967254,0.9949343486474568,6
0.0001,0.9381417329717893,0.9839377089214305,0.7995543562376405,0.9949343486333224,6
0.001,0.9381583196147059,0.9839384141878734,0.7996463803516205,0.9949343486813476,6
0.01,0.9383075325838849,0.9839443169936175,0.8004703727824642,0.9949343490699878,6
0.02,0.9383979645059668,0.9839507039018078,0.8010932737470092,0.9949343480939012,6
0.05,0.9387907919329268,0.9839975756623702,0.8032948689891758,0.9949343510156688,6
