noise_level,mean,median,min,max,count
1e-08,0.33874022829713324,0.30068467143294036,0.0596179522367425,0.7275719975643725,8
1e-06,0.3387390698389486,0.30068302595873797,0.0596185187971565,0.7275701428332425,8
0.0001,0.3386234359690097,0.30051874241170873,0.0596753061745142,0.7273848038223099,8
0.001,0.3639321622985999,0.330442987982112,0.061895576462503,0.7693899058334095,8
0.01,0.39332150661949977,0.36428648183900536,0.0635546654794166,0.8201762232438902,8
0.02,0.4115554644924881,0.388556905585261,0.0734813788161484,0.8376606138069155,8
0.05,8.567655289933568e+18,11619201414.135025,0.0882641070836339,6.849307477039927e+19,8
