ode_system,noise_level,trial,method,category,language,deriv_order,rmse,mae,nrmse,timing,valid_points,total_points
lotka_volterra,1.0e-8,1,AAA-LowPrec,Rational,Julia,0,0.10812276007587647,0.07816406321032407,0.05405694221705624,0.0022449493408203125,249,249
lotka_volterra,1.0e-8,1,AAA-LowPrec,Rational,Julia,1,0.3875057171962351,0.3014004403372173,0.082392807732704,0.0022449493408203125,249,249
lotka_volterra,1.0e-8,1,AAA-LowPrec,Rational,Julia,2,2.590862767899664,1.7305318717092824,0.1561255390871787,0.0022449493408203125,249,249
lotka_volterra,1.0e-8,1,AAA-LowPrec,Rational,Julia,3,25.39556492943567,13.703180924464155,0.2687172154976133,0.0022449493408203125,249,249
lotka_volterra,1.0e-8,1,AAA-LowPrec,Rational,Julia,4,303.5117020169695,143.34645315466008,0.39803437668530683,0.0022449493408203125,249,249
lotka_volterra,1.0e-8,1,AAA-LowPrec,Rational,Julia,5,4176.952373419456,1832.8255541711274,0.5258479301257809,0.0022449493408203125,249,249
lotka_volterra,1.0e-8,1,AAA-LowPrec,Rational,Julia,6,65021.04830727904,27359.530130245592,0.642174717036941,0.0022449493408203125,249,249
lotka_volterra,1.0e-8,1,AAA-LowPrec,Rational,Julia,7,1.1331522578916957e6,457380.45387436735,0.7431490083532445,0.0022449493408203125,249,249
lotka_volterra,1.0e-8,1,AAA-Adaptive-Diff2,Rational,Julia,0,0.015924367243210166,0.009900699857641776,0.007961530017410786,0.003286123275756836,249,249
lotka_volterra,1.0e-8,1,AAA-Adaptive-Diff2,Rational,Julia,1,0.09326467511630072,0.063661277277214,0.019830258249374615,0.003286123275756836,249,249
lotka_volterra,1.0e-8,1,AAA-Adaptive-Diff2,Rational,Julia,2,0.8211443952475072,0.5424979646566749,0.049482208384337416,0.003286123275756836,249,249
lotka_volterra,1.0e-8,1,AAA-Adaptive-Diff2,Rational,Julia,3,8.99068985050098,5.18065983831952,0.09513287649801311,0.003286123275756836,249,249
lotka_volterra,1.0e-8,1,AAA-Adaptive-Diff2,Rational,Julia,4,122.75673784341807,60.4065454720253,0.16098687894641592,0.003286123275756836,249,249
lotka_volterra,1.0e-8,1,AAA-Adaptive-Diff2,Rational,Julia,5,1910.5304269355518,848.8665757379473,0.24052188788160164,0.003286123275756836,249,249
lotka_volterra,1.0e-8,1,AAA-Adaptive-Diff2,Rational,Julia,6,33060.616744381,13710.187515581421,0.3265203000504817,0.003286123275756836,249,249
lotka_volterra,1.0e-8,1,AAA-Adaptive-Diff2,Rational,Julia,7,631767.8171743337,248625.92873171534,0.4143288102484402,0.003286123275756836,249,249
lotka_volterra,1.0e-8,1,AAA-Adaptive-Wavelet,Rational,Julia,0,0.001142467113155812,0.000837018226106536,0.0005711866648373678,0.004559993743896484,249,249
lotka_volterra,1.0e-8,1,AAA-Adaptive-Wavelet,Rational,Julia,1,0.008039469681333703,0.00623869298372785,0.0017093798886884306,0.004559993743896484,249,249
lotka_volterra,1.0e-8,1,AAA-Adaptive-Wavelet,Rational,Julia,2,0.09637755307354874,0.06619337585856161,0.0058077168794660365,0.004559993743896484,249,249
lotka_volterra,1.0e-8,1,AAA-Adaptive-Wavelet,Rational,Julia,3,1.402598023999641,0.8173475363341304,0.014841262106942761,0.004559993743896484,249,249
lotka_volterra,1.0e-8,1,AAA-Adaptive-Wavelet,Rational,Julia,4,23.116942217602524,11.570411584280524,0.030316253460102915,0.004559993743896484,249,249
lotka_volterra,1.0e-8,1,AAA-Adaptive-Wavelet,Rational,Julia,5,416.87950087428993,186.9401969488314,0.05248209772311906,0.004559993743896484,249,249
lotka_volterra,1.0e-8,1,AAA-Adaptive-Wavelet,Rational,Julia,6,8145.948671837423,3365.543060166004,0.08045275213978707,0.004559993743896484,249,249
lotka_volterra,1.0e-8,1,AAA-Adaptive-Wavelet,Rational,Julia,7,172262.56982086264,67997.32896379665,0.1129740130218151,0.004559993743896484,249,249
lotka_volterra,1.0e-8,1,Fourier-Interp,Spectral,Julia,0,2.0188460521435232e-8,1.6277024872970544e-8,1.0093401639883164e-8,1.6935529708862305,249,249
lotka_volterra,1.0e-8,1,Fourier-Interp,Spectral,Julia,1,0.01910455913603905,0.008227365421379907,0.004062077532953189,1.6935529708862305,249,249
lotka_volterra,1.0e-8,1,Fourier-Interp,Spectral,Julia,2,0.8986335758570237,0.2871784759041793,0.05415171085508852,1.6935529708862305,249,249
lotka_volterra,1.0e-8,1,Fourier-Interp,Spectral,Julia,3,21.775180115373573,8.62831518426117,0.23040896250273774,1.6935529708862305,249,249
lotka_volterra,1.0e-8,1,Fourier-Interp,Spectral,Julia,4,474.0065852529572,232.0047454994094,0.6216264956246824,1.6935529708862305,249,249
lotka_volterra,1.0e-8,1,Fourier-Interp,Spectral,Julia,5,14358.039672894272,7034.111496486251,1.8075727869682126,1.6935529708862305,249,249
lotka_volterra,1.0e-8,1,Fourier-Interp,Spectral,Julia,6,368470.04681641713,205771.8028076896,3.639162305299705,1.6935529708862305,249,249
lotka_volterra,1.0e-8,1,Fourier-Interp,Spectral,Julia,7,1.1353655211617341e7,6.334437739652081e6,7.446005206216963,1.6935529708862305,249,249
lotka_volterra,1.0e-8,1,Fourier-FFT-Adaptive,Spectral,Julia,0,2.0188460521435232e-8,1.6277024872970544e-8,1.0093401639883164e-8,1.1159119606018066,249,249
lotka_volterra,1.0e-8,1,Fourier-FFT-Adaptive,Spectral,Julia,1,0.20298565836822888,0.15836060643492483,0.04315951373166556,1.1159119606018066,249,249
lotka_volterra,1.0e-8,1,Fourier-FFT-Adaptive,Spectral,Julia,2,2.665378779400815,2.010264743810651,0.16061587821682502,1.1159119606018066,249,249
lotka_volterra,1.0e-8,1,Fourier-FFT-Adaptive,Spectral,Julia,3,33.42680586219212,24.717288554475694,0.3536979082460272,1.1159119606018066,249,249
lotka_volterra,1.0e-8,1,Fourier-FFT-Adaptive,Spectral,Julia,4,438.2071141178759,309.0055063313971,0.5746779922087613,1.1159119606018066,249,249
lotka_volterra,1.0e-8,1,Fourier-FFT-Adaptive,Spectral,Julia,5,6085.092038921154,4054.50020430379,0.7660688385278421,1.1159119606018066,249,249
lotka_volterra,1.0e-8,1,Fourier-FFT-Adaptive,Spectral,Julia,6,90259.31539125089,55209.17759457445,0.8914382623824251,1.1159119606018066,249,249
lotka_volterra,1.0e-8,1,Fourier-FFT-Adaptive,Spectral,Julia,7,1.4606076023532334e6,800451.9782074619,0.957902244577057,1.1159119606018066,249,249
lotka_volterra,1.0e-8,1,Dierckx-5,Spline,Julia,0,0.0002906120692712219,0.0002283051216454256,0.00014529410667235264,0.14001202583312988,249,249
lotka_volterra,1.0e-8,1,Dierckx-5,Spline,Julia,1,0.005064965544295999,0.003533780665328999,0.001076930516750593,0.14001202583312988,249,249
lotka_volterra,1.0e-8,1,Dierckx-5,Spline,Julia,2,0.1117622045680534,0.06776764395956102,0.0067347968614733765,0.14001202583312988,249,249
lotka_volterra,1.0e-8,1,Dierckx-5,Spline,Julia,3,2.730753202247656,1.4463915672217424,0.02889482469707309,0.14001202583312988,249,249
lotka_volterra,1.0e-8,1,Dierckx-5,Spline,Julia,4,96.39084954341315,42.26247540206156,0.12640985985454536,0.14001202583312988,249,249
