ode_system,method,category,language,deriv_order,noise_level,mean_rmse,std_rmse,min_rmse,max_rmse,mean_mae,mean_nrmse,std_nrmse,min_nrmse,max_nrmse,mean_timing,trials
lotka_volterra,AAA-LowTol,Rational,Julia,0,1.0e-8,0.1081227723919103,7.008305938701717e-9,0.10812276007587647,0.10812278101261817,0.07816407370145059,0.05405694837456766,3.5038653180109595e-9,0.05405694221705624,0.054056952684567755,0.010358476638793945,10
lotka_volterra,AAA-LowTol,Rational,Julia,1,1.0e-8,0.3875057376785566,1.210575989846945e-8,0.3875057171962351,0.38750575169970675,0.30140044762085455,0.08239281208772616,2.573968596442251e-9,0.082392807732704,0.08239281506895163,0.010358476638793945,10
lotka_volterra,AAA-LowTol,Rational,Julia,2,1.0e-8,2.5908628453675973,8.230378871191966e-8,2.590862759569717,2.5908629758208286,1.730531869914453,0.15612554375540083,4.959631029432063e-9,0.1561255385852156,0.15612555161652,0.010358476638793945,10
lotka_volterra,AAA-LowTol,Rational,Julia,3,1.0e-8,25.395565102792233,7.994132969764482e-7,25.39556378467165,25.39556660098348,13.703180716195982,0.26871721733194515,8.458804342284494e-9,0.2687172033845613,0.2687172331847045,0.010358476638793945,10
lotka_volterra,AAA-LowTol,Rational,Julia,4,1.0e-8,303.51169948075614,9.16943990128594e-6,303.51168220434545,303.5117162860551,143.34645080368014,0.3980343733592403,1.2025079340788399e-8,0.39803435070243565,0.398034395398215,0.010358476638793945,10
lotka_volterra,AAA-LowTol,Rational,Julia,5,1.0e-8,4176.952301896885,0.00012287566719524682,4176.95206086389,4176.952509833875,1832.8255057795145,0.5258479211216092,1.546915296784211e-8,0.525847890777308,0.5258479472993642,0.010358476638793945,10
lotka_volterra,AAA-LowTol,Rational,Julia,6,1.0e-8,65021.04686713735,0.0018878217316432833,65021.043137570814,65021.04976536387,27359.529335707473,0.642174702813507,1.8644906804934767e-8,0.6421746659787683,0.6421747314375887,0.010358476638793945,10
lotka_volterra,AAA-LowTol,Rational,Julia,7,1.0e-8,1.1331522292723325e6,0.03258989407364513,1.1331521653030028e6,1.1331522746080519e6,457380.4392412522,0.743148989583965,2.1373250851098853e-8,0.7431489476313117,0.7431490193162403,0.010358476638793945,10
lotka_volterra,AAA-Adaptive-Diff2,Rational,Julia,0,1.0e-8,0.015924371806113096,5.96647374391641e-9,0.015924361397936206,0.015924379435191295,0.009900699859698537,0.00796153229867497,2.982991982430029e-9,0.007961527095013722,0.00796153611290094,0.01372530460357666,10
lotka_volterra,AAA-Adaptive-Diff2,Rational,Julia,1,1.0e-8,0.0932646897683629,2.0125057036037918e-8,0.09326467093900447,0.09326472721835978,0.06366127375636804,0.01983026136474682,4.279059330889254e-9,0.019830257361183417,0.01983026932749487,0.01372530460357666,10
lotka_volterra,AAA-Adaptive-Diff2,Rational,Julia,2,1.0e-8,0.8211443517665205,1.7642030708713723e-7,0.8211440618070177,0.8211445635410534,0.5424978762110474,0.04948220576417065,1.0631097830871541e-8,0.049482188291194384,0.049482218525716166,0.01372530460357666,10
lotka_volterra,AAA-Adaptive-Diff2,Rational,Julia,3,1.0e-8,8.990688273282846,2.2735191368018915e-6,8.990684729527059,8.990690110500434,5.180658840819646,0.09513285980904929,2.405670964596726e-8,0.09513282231162834,0.09513287924913637,0.01372530460357666,10
lotka_volterra,AAA-Adaptive-Diff2,Rational,Julia,4,1.0e-8,122.75671150101638,2.9382084545938756e-5,122.75666298742534,122.75673784341807,60.40653105380719,0.16098684440019792,3.853254958637598e-8,0.16098678077801515,0.16098687894641592,0.01372530460357666,10
lotka_volterra,AAA-Adaptive-Diff2,Rational,Julia,5,1.0e-8,1910.530005729653,0.000414851937583285,1910.5293066057743,1910.5304269355518,848.8663972886625,0.24052183485484185,5.222684224995456e-8,0.2405217468402294,0.24052188788160164,0.01372530460357666,10
lotka_volterra,AAA-Adaptive-Diff2,Rational,Julia,6,1.0e-8,33060.60959504737,0.006543754562140112,33060.59850713018,33060.616744381,13710.184240640723,0.32652022944071124,6.462882164003082e-8,0.32652011993186336,0.3265203000504817,0.01372530460357666,10
lotka_volterra,AAA-Adaptive-Diff2,Rational,Julia,7,1.0e-8,631767.6857088984,0.11537494025650216,631767.4906220715,631767.8171743337,248625.87623999972,0.4143287240301873,7.566571202980498e-8,0.41432859608746747,0.4143288102484402,0.01372530460357666,10
lotka_volterra,AAA-Adaptive-Wavelet,Rational,Julia,0,1.0e-8,0.0011424659628495384,1.0320149617749126e-8,0.0011424448306767245,0.0011424814548455621,0.0008370176016004191,0.0005711860897314444,5.159651225756075e-9,0.0005711755245123923,0.0005711938350935984,0.014348435401916503,10
lotka_volterra,AAA-Adaptive-Wavelet,Rational,Julia,1,1.0e-8,0.00803946016578114,1.448714118869817e-8,0.008039433854554443,0.008039478345781913,0.006238684135227663,0.0017093778654586867,3.0803061363712123e-9,0.0017093722710745368,0.0017093817309534187,0.014348435401916503,10
lotka_volterra,AAA-Adaptive-Wavelet,Rational,Julia,2,1.0e-8,0.09637744879031541,5.757065107172501e-7,0.0963763159155666,0.09637817418875615,0.06619327127527468,0.005807710595352411,3.469210737651845e-8,0.00580764232825503,0.005807754307904082,0.014348435401916503,10
lotka_volterra,AAA-Adaptive-Wavelet,Rational,Julia,3,1.0e-8,1.402597485675826,1.3593596815764477e-5,1.4025736428524775,1.4026166399786637,0.8173465954103911,0.014841256410795544,1.4383745725178995e-7,0.014841004123550992,0.014841459087559678,0.014348435401916503,10
lotka_volterra,AAA-Adaptive-Wavelet,Rational,Julia,4,1.0e-8,23.11693545098931,0.0002117215379816767,23.116570480662613,23.11723630830564,11.570400141563994,0.030316244586162784,2.776579942103997e-7,0.030315765953096808,0.030316639139498225,0.014348435401916503,10
lotka_volterra,AAA-Adaptive-Wavelet,Rational,Julia,5,1.0e-8,416.87935899082566,0.003223457387433707,416.8738028784753,416.8839082148194,186.94001576875968,0.05248207986102266,4.0580984495381455e-7,0.052481380386880314,0.05248265257524272,0.014348435401916503,10
lotka_volterra,AAA-Adaptive-Wavelet,Rational,Julia,6,1.0e-8,8145.945630664132,0.053142752031522696,8145.853743438843,8146.0197147021345,3365.5401445410826,0.08045272210390411,5.248597590585854e-7,0.08045181458773148,0.08045345378844902,0.014348435401916503,10
lotka_volterra,AAA-Adaptive-Wavelet,Rational,Julia,7,1.0e-8,172262.50062649936,0.9604718315698397,172260.833491268,172263.81883563826,67997.26900574194,0.11297396764245668,6.299009548010207e-7,0.1129728742943339,0.11297483215630073,0.014348435401916503,10
lotka_volterra,GP-TaylorAD-Julia,Gaussian Process,Julia,0,1.0e-8,3.688186733759322e-8,1.2061509340257362e-8,2.324436034931635e-8,5.595549994973729e-8,2.839234720307354e-8,1.843941987909199e-8,6.030259614157292e-9,1.1621226126614317e-8,2.797545332163888e-8,3.383875918388367,10
lotka_volterra,GP-TaylorAD-Julia,Gaussian Process,Julia,1,1.0e-8,1.5713535637641026e-6,5.290427668299119e-7,8.192616961952807e-7,2.3651222285055984e-6,1.050500913274004e-6,3.3410663717704963e-7,1.1248690544537385e-7,1.741942593925748e-7,5.02880479925728e-7,3.383875918388367,10
lotka_volterra,GP-TaylorAD-Julia,Gaussian Process,Julia,2,1.0e-8,8.046579494224466e-5,2.8100587808291786e-5,3.8533040353053715e-5,0.00011110232655890383,4.420582631604372e-5,4.848873421273713e-6,1.6933430340630298e-6,2.3220032231446625e-6,6.695032574770624e-6,3.383875918388367,10
lotka_volterra,GP-TaylorAD-Julia,Gaussian Process,Julia,3,1.0e-8,0.0025842394582425857,0.0008657709880562869,0.001462385236728817,0.003717140901013393,0.0017504005830707603,2.734452386972121e-5,9.160952702392694e-6,1.5473886479410487e-5,3.933205484138859e-5,3.383875918388367,10
lotka_volterra,GP-TaylorAD-Julia,Gaussian Process,Julia,4,1.0e-8,0.365494311892964,0.15301225876735242,0.12466208570675809,0.574215481562455,0.1013390901486478,0.0004793202359235799,0.00020066487927463444,0.00016348560945371883,0.0007530434568680529,3.383875918388367,10
lotka_volterra,GP-TaylorAD-Julia,Gaussian Process,Julia,5,1.0e-8,32.297075151560136,14.005720056622453,13.163576706942981,51.6528887964753,5.629868227323381,0.0040659669058331375,0.0017632183092542188,0.001657198585372232,0.0065027230933945015,3.383875918388367,10
lotka_volterra,GP-TaylorAD-Julia,Gaussian Process,Julia,6,1.0e-8,1686.3331604376629,738.0811243597493,511.76148090632176,2627.511222038273,279.4921272330068,0.016654922495502655,0.007289593901133212,0.005054367666272033,0.025950385597442314,3.383875918388367,10
lotka_volterra,GP-TaylorAD-Julia,Gaussian Process,Julia,7,1.0e-8,56535.20371098607,23035.73184380063,19241.522059577328,82802.16378435394,11136.636591251978,0.03707717147653036,0.015107397225031951,0.012619061505809282,0.054303687326480075,3.383875918388367,10
lotka_volterra,Fourier-Interp,Spectral,Julia,0,1.0e-8,1.9746086992572436e-8,1.0046849447943132e-9,1.7758311980096466e-8,2.0888409067537023e-8,1.5831177596335962e-8,9.872233032354924e-9,5.023012358265705e-10,8.878427112911921e-9,1.044334718404967e-8,1.208292269706726,10
lotka_volterra,Fourier-Interp,Spectral,Julia,1,1.0e-8,0.019104577387784163,1.0239309173926193e-8,0.01910455913603905,0.01910459207283508,0.0082273763652464,0.004062081413702451,2.177117380930437e-9,0.004062077532953189,0.004062084536088839,1.208292269706726,10
lotka_volterra,Fourier-Interp,Spectral,Julia,2,1.0e-8,0.8986345982681735,5.739535208076843e-7,0.8986335758570237,0.8986354433586868,0.2871784405998925,0.05415177246564309,3.4586472105128655e-8,0.05415171085508852,0.05415182339084592,1.208292269706726,10
lotka_volterra,Fourier-Interp,Spectral,Julia,3,1.0e-8,21.775230853535774,2.9388740156737296e-5,21.775180115373573,21.77527338712029,8.628327888057212,0.2304094993767039,3.1097006283557603e-7,0.23040896250273774,0.23040994943585508,1.208292269706726,10
lotka_volterra,Fourier-Interp,Spectral,Julia,4,1.0e-8,474.0079557849247,0.0009035287408626139,474.0065852529572,474.0092800401175,232.00471443361715,0.6216282929815349,1.1849147719713342e-6,0.6216264956246824,0.6216300296496328,1.208292269706726,10
lotka_volterra,Fourier-Interp,Spectral,Julia,5,1.0e-8,14358.080918153868,0.030342594259267445,14358.039672894272,14358.128409752786,7034.121149506516,1.8075779794464708,3.819911973973115e-6,1.8075727869682126,1.8075839582934285,1.208292269706726,10
lotka_volterra,Fourier-Interp,Spectral,Julia,6,1.0e-8,368471.0886005049,0.9195009322182699,368470.04681641713,368472.58749118925,205771.69395255606,3.639172594389457,9.081370822734593e-6,3.639162305299705,3.6391873980526723,1.208292269706726,10
lotka_volterra,Fourier-Interp,Spectral,Julia,7,1.0e-8,1.1353686146342212e7,29.857910600101803,1.1353653830335028e7,1.1353734562820591e7,6.334445088304786e6,7.446025493967308,1.9581549169079943e-5,7.446004300338187,7.446057246679836,1.208292269706726,10
lotka_volterra,Fourier-Adaptive-Julia,Spectral,Julia,0,1.0e-8,1.9746086992572436e-8,1.0046849447943132e-9,1.7758311980096466e-8,2.0888409067537023e-8,1.5831177596335962e-8,9.872233032354924e-9,5.023012358265705e-10,8.878427112911921e-9,1.044334718404967e-8,1.0266629934310914,10
